query,Post ID,Post Content,nickname,link
污染; 2017-12-19; 2017-12-22; 11; 20,91,		北京将采取单日和多日重污染综合分级方式：听取关于制定《北京市空气重污染应急预案》情况的汇报、市政府日前召开专题会议！【北京重污染日或实行机动车单双号限行】北京正在制定《北京市空气重污染应急预案》！今后、并将加大最高预警级别的强制性减排和健康防护提醒措施……发布空气重污染预警 ​		,相阳阳,//weibo.com/3137407983/FASwlvOot?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,92,#冒险小王子#是的，动画市场是要管起来，不然教孩子我们一定要身体力行才是很好的。还真是太污染小孩了 ​		,o0清0o01,//weibo.com/2821823345/FASwkBiNs?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,93,		//@尚友ShareWithU:美国各州PM2.5指数大公开，污染最严重的是哪个州？编者尴尬了！		,红楼梦之真亦假假亦真,//weibo.com/2006609585/FsVZCgQfX?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,94,美国各州PM2.5指数大公开，污染最严重的是哪个州？详细戳：网页链接 这就尴尬了！ ​	,NA,//weibo.com/3488511397/FASwhm3JT?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,95,#冒险小王子#是的，动画市而且孩子可以跟着大人学习到更多。场是要管起来，不然还真[好可怜]是太污染小孩了 ​		,center-air,//weibo.com/1562049380/FASwf07Dj?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,96,#冒险小王子#是的，动画市场是要用行动告诉孩子什么是对什么是错！管起来，不然还真[好可怜]是太污染小孩了 ​		,快乐诗怡520_915,//weibo.com/5180244607/FASweotgP?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,97,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,li192863,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,98,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/5026534538/FASw7B3CI?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,99,#冒险小王子#是的，动画市而且孩子可以跟着大人学习到更多。场是要管起来，不然还[惊哭]真是太污染小孩了 ​		,谷西老人,//weibo.com/1932759987/FASw6apIH?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,100,#冒险小王子#是的，动画市场是要管起来，不然教孩子我们一定要身体[km亲亲黑块]力行才是很好的。还真是太污染小孩了 ​		,whitecat_8888,//weibo.com/2458082490/FASw69Kse?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,101,		我要努力赚钱，去一个没有雾霾的地方重度污染这几天、过敏性鼻炎又犯了、咳嗽不断太难受了 ​		,佳妮2682,//weibo.com/1828385854/FASw2zcf6?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,102,#冒险小王子#是的，动画市场是要管起来，不然教孩子我们一定要身体力行才是很好的。还真是太污染小孩了 ​		,咽喉里卡的鱼骨头,//weibo.com/2754452337/FASw169Kj?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,103,#冒险小王子#是的，动画市场是要管起来，不然教孩子我们一定要身体力行才是很好的。还[8]真是太污染小孩了 ​		,yu2369387,//weibo.com/1281364885/FASvW5Qrv?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,104,#冒险小王子#大多数的父母都是很爱孩子的，但是是的，动画市场是要管起来，不然还真是太污[痴呆]染小孩了教育真的要讲究方法。 ​		,最爱最爱江直树_762,//weibo.com/2200681712/FASvUkxPs?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,105,		最有钱的星座(金牛座)！最无私的星座(天秤座)，其实紫外线造成的光老化会令肌肤变硬变黄。最严谨的星座(处女座)……最好玩的星座(狮子座)：最聪明的星座(双子座)、【祛除黑眼圈眼周肌肤也需要严格防晒】不要以为紫外线只会导致黑色素沉积……隔离紫外线污染，最温柔的星座(双鱼座)；轮廓下垂。 ​		,看你汉文坠落-金艺仁,//weibo.com/5992843309/FASvUjcBg?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,106,#冒险小王子#市场时代在变化，是的，动[讥笑]画市场是要管起来，不然还真是太污染小孩了动画电影不一定就是给孩子去看的 ​		,活力一含,//weibo.com/2144503131/FASvToXO1?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,107,#环保在行动# 齐河县环保局组织开展夜查行动 @德州环境 @德州同城 @生态梦人 @孤独求单 12月22日晚，齐河县环保局组织环境监察大队执法人员到恒力、奥尔通、万方饲料等现场夜查重污染天气应急减排措施停产落实情况。 ​​​		,齐河环境,//weibo.com/3716316921/FASvPyn13?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,108,#冒险小王子#市场时代在变化，是的，动画市场是要管起来，不然还真是太污染小孩了动画电影不一定就是给孩子去看的 ​		,时尚创意生活坊ynpwu_357,//weibo.com/3084834811/FASvOpqyx?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,109,		//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,景知3,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,110,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/5679499185/FASvHCJQR?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,111,#冒险小王子#市场时代在变化，是的，动画市场是要管起来，不然还真是太污染小孩了动画电影不一定就是给孩子去看的 ​		,FRUTTO,//weibo.com/2215433632/FASvFvtr2?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,112,#冒险小王子#大多数的父母都是很爱孩子的，但是是的，动画市场是要管起来，不然还真是太污染小孩了教育真的要讲究方法。 ​		,摩羯凉生,//weibo.com/3743663322/FASvDt8IR?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,113,#冒险小王子#市场时代在变化，是的，动画市场是要管起来，不然还真是太污染小孩了动画电影不一定就是给孩子去看的 ​		,mfq521_sjl,//weibo.com/1169637837/FASvCzQYd?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,114,		我的不然就是黑幕//@混乱博物馆:关注 @混乱博物馆 ，转发下面这条微博，我们将抽出5位幸运观众，分别送出由污染空气制成的「AIR-INK 空气墨水」一瓶，|12月24日晚... @微博抽奖平台 开奖。		,偏偏又如何,//weibo.com/6174606644/FARH7y22y?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,115,	  【为什么我们看不见空气？】因为空气干净。混乱博物馆... ​	,NA,//weibo.com/1698649197/FASvzCFJT?refer_flag=1001030103_
污染; 2017-12-19; 2017-12-22; 11; 20,116,#冒险小王子#大多数的父母都[哎呦熊浮云]是很爱孩子的，但是是的，动画市场是要管起来，不然还真是太污染小孩了教育真的要讲究方法。 ​		,徐建枫0715,//weibo.com/2520787984/FASvzCf4Z?refer_flag=1001030103_
