query,Post ID,Post Content,nickname,link
污染; 2018-02-19; 1; 10,80,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,only·gtop,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,81,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5474254687/G3PGJqSml?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,82,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/Fs9gf8kZK?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,83,#点亮志愿者##绿色卫士##公益之美# 保护环境.人人有责.全民意识.行动参与.共建美丽家园.图为龙田政府干群与绿色卫士在行动.创建亮洁优居环境.文明社区.爱我美丽中国.爱我美好家园@刘帅168@志愿者李仕铭@三湘名博沙龙@湖南省志愿服务@湖南省环境保护厅@点亮志愿者@共青湖南@大美宁乡@我爱宁乡@心在长沙 ​		...展开全文c,NA,//weibo.com/3538147441/G3PGwq6jj?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,84,"		宝宝摔倒处理有方张思莱提醒,当孩子摔在地上时,家长要首先检查孩子有没有外伤.如果皮下有血肿,可以用毛巾冷敷,促进血TFI763管收缩,以减少出血.如果皮肤有伤口,用干净纱布覆盖上先止血,保持伤口不要继续被污染.如果关节活动受限或骨骼出现问题,保持原来的姿势去医院,不要自行处理。 ​		",自成在江湖筠,//weibo.com/6425509447/G3PGskodn?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,85,		营养价值比牛奶高很多 🐐CapriLac成人羊奶粉1kg，羊奶粉中的 “爱马仕”无污染！无添加剂！富含高乳钙、高蛋白及多种矿物质，可以健脾养胃 美容养颜！还含有A2 beta酪蛋白，长期喝可以降低心脏病 糖尿病的发病率～羊奶粉营养是牛奶粉的2倍❤尤其适合牛奶过敏人群～并且羊奶是最适合人体的营养品！大 ​			...展开全文c,楠楠澳洲正品代购,//weibo.com/2306873841/G3PGpkicD?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,86,		//@Kjylucifer://@sango000://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,我的G宝贝,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,87,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5667764054/G3PG1FME3?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,88,"		竹荪干货野生无硫熏长裙竹笙 【在售价31.9元，券后21.90元包邮】 竹荪营养丰富，香味浓郁，滋味鲜美，井冈山天然环境种植，零化肥，零添加，零污染，健康不添加任何防腐剂 领券下单：网页链接 复制这条微博￥u4ac0nwGtlD￥,打开[手机淘宝]即可领券并下单。 ​		",深情不是罪灬,//weibo.com/1784345650/G3PG0df3O?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,89,		清洁肌肤是延缓衰老头等大GDP564事我们生活的环境中的尘埃、污染和病原微生物，加上皮脂分泌和排泄油脂、汗液。这些物质都会影响皮肤的呼吸。所有只有彻底清洁皮肤，才能保持肌肤正常的新陈代谢，才能让保湿、抗衰老顺利进行，让细胞充盈和新生的成分彻底渗透到肌肤深层，才能有效提升皮肤的弹性。 ​		,还下很快乐艳,//weibo.com/6446327337/G3PFY7FiL?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,90,		【西安解除重污染天气黄色预警 未来三天空气质量较好】2月19日，西安市重污染天气应急指挥部办公室发布解除重污染天气黄色预警通知，预计未来3天环境空气质量将整体处于良-轻度污染水平。 ​		,华商报,//weibo.com/1717833412/G3PFPk3rF?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,91,		//@DragonKnight_G字反黑组: 广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,胡蓉babybaby,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,92,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5220029901/G3PFPgKea?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,93,		挂靠锅炉烟气处理工找环境污染治理设施运营资质挂靠，没试用过，一直在手，随时可以挂靠，方工18566031949 ​		,sweetS路过6485331170,//weibo.com/6485331170/G3PFB4AOJ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,94,#中国赞#【北京供暖36天 32天空气质量优良】从11月15日进入采暖季至12月20日的36天里，北京有32个空气质量优良天，空气达标率达89%，PM2.5浓度平均仅38微克/立方米，堪比非采暖季。目前为止今年秋冬季只出现4个重污染天，比往年少一半还多。近期风力较大和“散乱污”的治理等是主要原因。 ​			...展开全文c,壮静之思绪,//weibo.com/2187001870/G3PFsdSe4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,95,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FvGCzDkim?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,96,#点亮志愿者##绿色卫士##河流守望者#《好人中国》志愿温情路.心声意传情.风雨无阻隔.共护美家园.雾色边城感冬意.伫立风中护美洁@志愿者李仕铭@刘帅168@三湘名博沙龙@点亮志愿者@随手公益-湖南@宁乡热点集@大美宁乡 @我爱宁乡@长沙美丽风彩线@心在长沙 @宁乡新闻头条@湖南省环境保护厅@湖南省志愿服务 ​		...展开全文c,NA,//weibo.com/3538147441/G3PFbqm3i?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,97,		【早孕期出血】无原因的阴 道褐色分泌物。中外孕妇对比，中国妈妈似乎更容易碰到此类问题，原因多与之前有过人流、上环、刮宫等这些伤害子宫内膜的经历有关，加之空气、水等生活环境的污染，导致妊娠时内膜疤痕出血。如果HCG检查正常，就顺其自然，而不要盲目使用药物。以免对胚胎造成伤害。 ​		,全球母婴亲子乐园,//weibo.com/3229133692/G3PF8rwPy?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,98,		//@推火车的托马斯z://@电饭煲的汤糊了:分级吧，求你们了，国产动画也分级吧不想再看见小学生污染弹幕和评论区了//文艺从业者永不妥协//还是有人不妥协，还是有人出来说话//敬佩。无以为助，只好转发支持//谢导真敢讲话，真心值得敬佩//:看得热泪盈眶...佩服谢老的见地、真诚和勇敢！长路漫漫，任重道		,阿辉今天也很可爱,//weibo.com/3058863073/G3FL8bKZZ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,99,	  我发表了头条文章:《2012年《呼吁以分级制代替电影审查的公开信》》 |2012年《呼... |北京·颐源... ​	,NA,//weibo.com/2143745892/G3PEWmjK8?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,100,		但竹炭吸收甲醛却并不能将其锁定在竹炭内部；让痛苦翻篇儿的好办法不是把它撕掉！吸收的同时也在向空气中释放、而是赶紧开始写新的一页：还会成为新的甲醛污染源、【竹炭除甲醛】竹炭具有一定的吸附性，就没有那么多时间搂着痛苦……当你没有那么多的时间和精力消耗在对痛苦无谓的反刍中……当你主动地 ​			...展开全文c,青岛胶河源,//weibo.com/3966633993/G3PEW2owW?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,101,		2月19日，市城管局人民公园志愿者们继续开展假日志愿服务，着力保持志愿服务长效常态，展现文明风采。在志愿服务队的影响和带动下，临沂一中十余名学生也加入到志愿服务活动中来，深入园区、走上街头，捡拾白色污染，清理卫生死角，引导游客文明游园，为清洁城市环境、倡导文明出行贡献一份力量。 ​		,临沂人民公园,//weibo.com/6189260593/G3PEUw6cf?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,102,		天啊我tm……我嗑个cp也能碰到xx粉……某些精神污染能不能放过三次元 ​		,似李大天使学姐,//weibo.com/6471363842/G3PERzJNh?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,103,"		痘百科在人体皮肤表面，皮肤及毛囊内有一些常驻菌，本身并不致病，但这些微生物在痤疮形成过程中，在特定环境下(如汗液)就会发生问题,皮脂SMI397是含脂类物质，分泌多了很浓很稠的时候，加上环境污染的粉尘，脱落的角化细胞混在一起就会堵塞毛囊，因此皮脂代谢和客观环境是致使痤疮形成的重要原因哦。 ​		",我是马甲我威武,//weibo.com/6434605005/G3PERBvru?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,104,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FvWB5d31D?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,105,#点亮志愿者##精准扶贫在三湘##绿色卫士# 《好人中国》惠民政策.精准扶贫.宁乡7.1洪灾冲毁的家园.长沙市宁乡政府统一规划征收土地建立扶贫集居点.为A级危房受灾户按人平分配.无偿扶助基础设施完善的建房用地.每户建房救助资金8万元.徒步龙田扶贫集居点.看父老乡亲辛勤劳作重建家园.交流中一张张幸福笑 ​		...展开全文c,NA,//weibo.com/3538147441/G3PEODAl4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,106,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,Cnothingd,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,107,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5626313699/G3PEpgN7t?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,108,		【苏梅岛】想象你此刻正拥有你一个苏梅岛的下午，抛开生活的压力，远离污染的空气，来到这里享受蓝天白云，享受一望无际的大海。那是多么惬意闲适的时光~ ​		,fenglilybaby嘉,//weibo.com/3904768257/G3PEpezFI?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,109,"		春运专题气象信息服务:本周（2月19到25日）多弱冷空气活动,今天夜间到20日全县多云到阴,21到25日全县以多云到晴为主;20、21、23日有4级左右偏北风;最高气温20日为1度,其它时段6到10度,最低气温普遍在零下7到零下3度.本周气象条件总体较有利于空气污染物扩散. ​		",贺兰气象,//weibo.com/5112026118/G3PEd7fAE?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,110,		发表了博文《2018.FEB.19.MON.雾霾多云中度大气污染0~12&#8451;》早上八点五十起床。昨傍晚五点四十老妻接回女儿女婿。然后老妻和女儿一道早厨房弄一桌好菜，其乐融融相同团圆饭。早餐后|2018.FEB.1... ​		,忆言斋,//weibo.com/1141287742/G3PE86lfd?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,111,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,你的括弧好甜呀,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,112,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5629535443/G3PE6j4gJ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,113,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,Kwonjiyong_peace-1,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,114,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5363781649/G3PDZcfxY?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,115,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FxPMh7jN5?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,116,#点亮志愿者##绿色卫士##河流守望者#守望碧水蓝天.12.2宁乡经开区环保行.迎冬雾色践行经开区工业园环境监察.园区产业发展环保同步提升.高耸烟囱废气无超排现象.大气污染特护期间.各点建设工地采取措施全面覆盖.防裸露扬尘污染大气.经过整改建设中龙骨坝.雨后泥泞厚粘足底.卷起一路泥花.沿左干渠流域至 ​		...展开全文c,NA,//weibo.com/3538147441/G3PDXc9PO?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,117,		这些虫卵极易从纱孔中落下而污染食物；仍会留下带有病菌的虫卵。你不如去接受它。但会停留在纱罩上面；苍蝇虽然不会直接落到食物上！【用纱罩罩食物防蝇】用纱罩罩在食物上。 |滨州·阳信... ​		,足球不倒问,//weibo.com/2887900295/G3PDVpzor?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,118,		所以，，，这是想干嘛？这是个商业化的时代没错，用噱头吸引眼球也没错，为什么要拿人家内部的人比来比去，凭什么用你们庸俗的铜臭味污染别人？他走到今天走了多久，他的师兄弟们给了他多少勇气，凭什么这样做？下一次是不是就是说二爷跟小岳岳争德云一哥了？他们不会在意，但不代表这个社会不会在意， ​			...展开全文c,一沥红尘,//weibo.com/6004046438/G3PDR0tqx?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,119,		啥子都人造，以前的都污染，让人死绝了才好！		,提三尺剑斩天下群妖,//weibo.com/1861477054/G3PjgsCdU?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,120,	  【人造肉的时代来了！实验室里培养的肉肉，朋友了解一下吗？】美国硅谷有数十家人造肉创业公司，这些实验室里培养的肉，已进入美国市场，在300家超市售卖。科研人员希望可以通过人造肉，减少人们对普通肉制品的依赖。因为畜牧业消耗大量土地和水资源，并排放大量温室气体。人造肉的未来前景被众 ​		...展开全文c,NA,//weibo.com/2264965285/G3PDN6WMa?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,121,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/Fy1cB9Tf7?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,122,#点亮志愿者##绿色卫士# 《好人中国》寒夜里的守护者.12.4.凌晨2点.宁乡市龙田镇社区十字路中心.一辆卡车超高装载风景树挂断多条线路.风景树跌落十字路街道.龙田镇派出所宋志军警官与绿色卫士志愿者为护行人车辆安全.迎寒夜排除安全隐患.坚守现场.采取措施应急预防.将挂断垂落街中的线路捆扎安固.避免 ​		...展开全文c,NA,//weibo.com/3538147441/G3PDF9pmd?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,123,		【这是什么情况？】@行走_荷尔蒙 ：莆田涵江人民公园内，大年初二来逛公园，发现公园内河道污染严重，河内鱼类死亡，触目惊心，河道死鱼已经发臭，想必已经有一段时间。整个公园弥漫着酸臭腐烂的味道，主要是这么多生物死亡，实属遗憾和惋惜。 ​		,莆田好,//weibo.com/5663965155/G3PDCtxIR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,124,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FyipPr6ER?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,125,#点亮志愿者##绿色卫士##三湘名博沙龙#10.5.32个国际志愿者日.感恩为公益事业付出辛勤努力的所有志愿朋友.无论是参入救援救灾.助学助残.关爱孤寡老人.留守儿童.造血干细胞捐献及献血等各个领域.保护环境为共享生存的地球.都有着志愿者无私奉献身影.志愿者用行动帮助他人.暖亮人心燃起希望.志愿情怀平凡 ​		...展开全文c,NA,//weibo.com/3538147441/G3PDnE5u7?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,126,		【车内空气成购车重点考虑因素】车内的空气质量和车内污染问题近年来受到各界严重关注，而对其存在的普遍性以及危害普通大众也有了基本的认知。在近日召开的第二届车内环境发展论坛上，国家环保部相关负责人表示，车内空气质量标准是国家环保部重点修订的标准，目前标准修订工作正在进行中。 ​		,寂然恐惧悲恋,//weibo.com/6141062799/G3PDcu0i3?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,127,		有几个sb明星的粉丝只敢用小号怼我，别污染了我的大号 ​		,不知道什么鬼的什么鬼,//weibo.com/5082952687/G3PD5n4y9?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,128,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FyRBq2ZP0?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,129,#点亮志愿者##绿色卫士##保护饮用水源#12.9晴.到宁乡市龙田镇杨柳坝饮用水源水库后续监察.触目水库沙滩铲车在挖采砂石.请职能部门监管遏制.确保饮水源生态水土保持.飞鹰从2015年跟进监督至今.协助安化县高明乡与宁乡市龙田镇两地区政府协同整治有效改善交界点堆积的生活垃圾危及龙田镇饮用水源.清理垃 ​		...展开全文c,NA,//weibo.com/3538147441/G3PD4x2RZ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,130,		陕西，四川空气转好，西安，成都解除重污染预警。。不过。。。今早十时德州启动了黄色预警@蔚蓝地图 @公众环境马军 IPE数据库... ​		,IPE数据库,//weibo.com/5945621141/G3PD2oBKf?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,131,		【郑州市禁放办】违规燃放烟花爆竹污染环境，易引发火灾事故，给广大人民群众造成生命财产损失。郑州市禁止燃放烟花爆竹工作领导小组办公室提醒您：为了您和家人的幸福，请勿违规燃放烟花爆竹。 ​		,空间偶遇,//weibo.com/2303602097/G3PCZthfO?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,132,#邯郸生活# 【春节期间，邯郸不限行！】2月19日，邯郸市重污染天气应急指挥部和空气质量保障应急指挥中心未发布机动车单双号限行通知，特提醒广大群众不要误解误传。 ​		,邯郸新闻资讯,//weibo.com/1959398451/G3PCO0Adz?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,133,		真珠美学滚轮水光BB♡卖点：轻松打造水光肌♡优势：真空按压式设计不用担心由于BB直接接触空气所带来的皮肤二次污染，滚轮设计化妆新手也能轻松驾驭，BB里面主要成分罗娜耀斑能打造三维立体小脸效果，一天保湿不脱妆，一支能用五到六个月♡零售价：❶❾❽RMB咨询加v18551655395 ​			...展开全文c,JENNY真珠美学,//weibo.com/5536038337/G3PCNFlar?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,134,#权志龙# #权志龙可爱# //@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,im_leeyn,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,135,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5796934937/G3PCL0ZFm?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,136,		细品回味悠长、污染加剧，体会幸福，又或者是黄褐斑、加上现在的环境；懂得于无声处听惊雷！平淡是真。更多人都开始长斑了。过量既是伤害；易生误解麻烦！ |扬州·海棠... ​		,鲁豫有约啊,//weibo.com/2882453097/G3PCGyA26?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,137,#权志龙# //@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,志龙的白芬哒,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,138,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/6079809930/G3PCDkmKU?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,139,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FyU96BBg4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,140,#点亮志愿者##绿色卫士##河流守望者# 12.9.12.32晴.到安化县高明乡工业污水处理厂持续监督.污水处理厂在运营.排口泡沫水直排入河道.排水口下河床残留《酱油色》污水.我的pH值试纸已用完.取排口水样带回宁乡市检测pH值6.保护湘江母亲河.河流守望者重视工业污水净化处理后效.上游300米处安化钨矿排口水清 ​		...展开全文c,NA,//weibo.com/3538147441/G3PCC6B8o?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,141,		迎春接福看雾霾，重度污染云天外。利斩钢铁多减排，自由呼吸我期待！		,冰魂雪魄雪中情,//weibo.com/1667495025/G3Pvz4hRR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,142,	  重度污染的遵化，春节期间雾霾依然笼罩天空，饱受污染造成体质过敏，不能自由呼吸空气，每天休息除外总戴口罩，以致自贴墙纸造成严重危害却浑然不知。曾记得我在广东与小妹一行前往巽寮湾看海，途中电台播出节目，惠州轻度污染，主持人调侃话语犹在耳畔，“惠州雾霾吹到福建去”，遵化雾霾吹到哪里去？ ​	,NA,//weibo.com/1667495025/G3PCA3Al9?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,143,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,Kwonjiyong_peace-1,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,144,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5363781649/G3PDZcfxY?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,145,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FxPMh7jN5?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,146,#点亮志愿者##绿色卫士##河流守望者#守望碧水蓝天.12.2宁乡经开区环保行.迎冬雾色践行经开区工业园环境监察.园区产业发展环保同步提升.高耸烟囱废气无超排现象.大气污染特护期间.各点建设工地采取措施全面覆盖.防裸露扬尘污染大气.经过整改建设中龙骨坝.雨后泥泞厚粘足底.卷起一路泥花.沿左干渠流域至 ​		...展开全文c,NA,//weibo.com/3538147441/G3PDXc9PO?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,147,		这些虫卵极易从纱孔中落下而污染食物；仍会留下带有病菌的虫卵。你不如去接受它。但会停留在纱罩上面；苍蝇虽然不会直接落到食物上！【用纱罩罩食物防蝇】用纱罩罩在食物上。 |滨州·阳信... ​		,足球不倒问,//weibo.com/2887900295/G3PDVpzor?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,148,		所以，，，这是想干嘛？这是个商业化的时代没错，用噱头吸引眼球也没错，为什么要拿人家内部的人比来比去，凭什么用你们庸俗的铜臭味污染别人？他走到今天走了多久，他的师兄弟们给了他多少勇气，凭什么这样做？下一次是不是就是说二爷跟小岳岳争德云一哥了？他们不会在意，但不代表这个社会不会在意， ​			...展开全文c,一沥红尘,//weibo.com/6004046438/G3PDR0tqx?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,149,		啥子都人造，以前的都污染，让人死绝了才好！		,提三尺剑斩天下群妖,//weibo.com/1861477054/G3PjgsCdU?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,150,	  【人造肉的时代来了！实验室里培养的肉肉，朋友了解一下吗？】美国硅谷有数十家人造肉创业公司，这些实验室里培养的肉，已进入美国市场，在300家超市售卖。科研人员希望可以通过人造肉，减少人们对普通肉制品的依赖。因为畜牧业消耗大量土地和水资源，并排放大量温室气体。人造肉的未来前景被众 ​		...展开全文c,NA,//weibo.com/2264965285/G3PDN6WMa?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,151,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/Fy1cB9Tf7?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,152,#点亮志愿者##绿色卫士# 《好人中国》寒夜里的守护者.12.4.凌晨2点.宁乡市龙田镇社区十字路中心.一辆卡车超高装载风景树挂断多条线路.风景树跌落十字路街道.龙田镇派出所宋志军警官与绿色卫士志愿者为护行人车辆安全.迎寒夜排除安全隐患.坚守现场.采取措施应急预防.将挂断垂落街中的线路捆扎安固.避免 ​		...展开全文c,NA,//weibo.com/3538147441/G3PDF9pmd?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,153,		【这是什么情况？】@行走_荷尔蒙 ：莆田涵江人民公园内，大年初二来逛公园，发现公园内河道污染严重，河内鱼类死亡，触目惊心，河道死鱼已经发臭，想必已经有一段时间。整个公园弥漫着酸臭腐烂的味道，主要是这么多生物死亡，实属遗憾和惋惜。 ​		,莆田好,//weibo.com/5663965155/G3PDCtxIR?refer_flag=1001030103_
