query,Post ID,Post Content,nickname,link
污染; 2018-02-19; 1; 10,80,#点亮志愿者##精准扶贫在三湘##一带一路# 致尊敬的省委省政府领导：您们好！边城龙田，地处长沙最西边，同时拥有宁乡第一高峰，山清水秀，物美人和，因为她的清秀，自然就少了繁华，多了一个穷字，大家过着自给自足的简单生活，可用“清贫乐”来形容。 这些年的城乡扩建，道路改造，给百姓带了福 ​		...展开全文c,NA,//weibo.com/3538147441/G3PwAAKn6?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,81,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,like鸡涌_sie,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,82,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/6003968167/G3Pwu7Hcu?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,83,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FDKzfp7pJ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,84,#点亮志愿者#能够认识别人是一种智慧，能够被别人认识是一种幸福，能够自己认识自己是圣者贤人。#点亮志愿者#  ​ 网页链接 ​	,NA,//weibo.com/3538147441/G3PwtywfA?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,85,		【孕妇吃海鲜是有何忌讳？】1、怀孕早期，螃蟹坚决不能吃。2、海鲜一定要吃熟的，万不可吃生海鲜。3、不要吃受污染（汞污染）的海产品。4、孕妇吃虾后若没有不良反映，如过敏、腹痛，就没有问题。虾钙含量高，孕期适量吃虾或虾皮可以补充钙、锌等微量元素，促进幼儿的生长。 ​		,萦绕安静_31478,//weibo.com/6338119969/G3Pwpoffk?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,86,		//@sango000://@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,Kjylucifer,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,87,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5849343676/G3Pwmaeim?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,88,#今日贴纸打卡#这大春节的，到处停工，路上车比平时少，也不放炮仗，咋还中度污染了呢？ ​		,钢铁狮子心,//weibo.com/1972793102/G3PwgxGoK?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,89,#广西看点#【赞！环保意识渐入人心 春节期间南宁空气污染最小】早些年，南宁烟花爆竹在春节期间的销售非常夸张，最夸张的时候，一个摊点单日营业额超30万元都不在话下。不过随着南宁实施“禁燃令”和市民环保意识的日渐增强，今年春节烟花爆竹在南宁的销量有所下滑。自治区环境保护厅数据显示：除夕傍 ​			...展开全文c,新浪看点广西大使,//weibo.com/3645364604/G3PwfC10w?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,90,		//@山东环境:2017年9月26日，省政府办公厅印发我省落实国家攻坚方案的实施细则，明确11项31条具体任务措施，将重点任务分解到各市、各部门；9月27日，省政府召开全省#秋冬季大气污染综合治理攻坚行动#电视会议，对相关工作作出具体部署。		,相氏书画院,//weibo.com/3354394424/G3OknxxWA?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,91,	  【谋篇布局、综合施策，深化改革、创新方法，结构调整，动能转换——美丽山东脚步铿锵】|美丽山东脚... ​	,NA,//weibo.com/3889521787/G3PwcEyk4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,92,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FDSMDiRDH?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,93,#点亮志愿者##三湘名博沙龙##河流守望者##绿色卫士##好人中国# 保护饮用水源！2018.01.10.迎明媚冬光到宁乡市龙田镇与安化县高明乡交界点.龙田镇饮用水源地杨柳坝水库后续监察.如图：四面青山环绕清蓝碧波荡漾.残雪消溶的西部丛林仍感高处不胜寒.水库尾滩铲车捞砂设备已撤离.堆积的砂石存留采砂痕迹.为 ​		...展开全文c,NA,//weibo.com/3538147441/G3PwcmWFk?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,94,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FDTbsbsOs?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,95,#点亮志愿者##河流守望者##绿色卫士##好人中国#守望碧水蓝天！2018.01.10.13迎冬日阳光到安化县高明循环经济工业园持续监督174次.安化河流守望者@资水之源y 参与， 蓝天下工业园区林立烟囱废气排放（如图）正常.空气中无气味.飞鹰跨区守望5年见证园区变迁.为安化县政府环保部门重视整治有效改善点赞 ​		...展开全文c,NA,//weibo.com/3538147441/G3Pw76Zx4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,96,		【年初九发货】4层加厚，天然竹浆，无污染，不漂白，不添加，柔韧不易破，内含竹琨，食品级竹浆纸，居家必备.不仅柔软，还能抑制细菌，母婴都适用，整整18包！ 【在售价】49.9元 【券后价】29.9元包邮 【领券下单】|网页链接 ​		,省钱券宝哥,//weibo.com/2686764660/G3Pw2jEi6?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,97,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FDTLNDB46?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,98,#点亮志愿者##点亮志愿者# 面对所有的不公，不埋怨！给人生一个梦，给梦一条路，给路一个方向；跌倒了要学会自己爬起来，受伤了要学会自己疗伤；生命只有走出来的精彩，沒有等待出来的輝煌；埋怨，只是一种懦弱的表现；		...展开全文c,NA,//weibo.com/3538147441/G3Pw1d9Qd?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,99,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FEcAsgaaX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,100,	  电影“芳华”告诉我们：有一天你会突然发现，你的好，对别人来说就像一杯水，喝了就没了;而你的不好，就像一粒种子，会生根发芽。这就是人性！生活给了我们很多考验，我们学会了去接受和宽容，如果有那么一个人，因为你的一点好，就原谅你所有的不好，那就好好珍惜吧！因为大多数人，只会因为你的一 ​		...展开全文c,NA,//weibo.com/3538147441/G3PvTsoNY?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,101,		2018年2月18日17时：成都解除重污染天气黄色预警_搜狐社会_搜狐网 网页链接 ​		,卢永洪2011,//weibo.com/2182309460/G3PvPCVIs?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,102,污染,白白白描描描,//weibo.com/6389370355/G3lLFkwZu?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,103,	  1000万响的鞭炮见过吗，点燃后如同核弹爆炸 啪一发的秒... ​	,NA,//weibo.com/5708671068/G3PvNflkW?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,104,#德州生活# 【德州市重污染天气应急指挥部发布关于启动重污染天气Ⅲ级应急响应的通知】德州市重污染天气应急指挥部文件重污染应急〔2018〕7号关于启动重污染天气Ⅲ级应急响应的通知各县（市、区）人民政府（管委会）、市重污染天气应急指挥部各成员单位：目前，我市已经出现重污染天气，经市重污染 ​			...展开全文c,爆料大德州,//weibo.com/2376393783/G3PvHFhnH?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,105,		动力准备对老外结构改动 发现自己的想法甚是不合理 毅然换做发动机 由于二冲速度扭矩不行而且有污染就换成四冲发动机 ​		,快乐的人-尹晓亮,//weibo.com/5325479279/G3PvHkFj4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,106,		队友鸡贱的哦，这么嫉妒啊，只能怪你哥哥是个长得矮丑，为人风骚的视觉污染者，拿不出手//@Baidu田柾国吧:#田柾国# #田柾国聚光焦点# 表白存在即优越 看着就幸福的小国呀天赐的完美脸蛋和俊朗的夺目外形在所有爱豆中都是一等一的存在 网页链接,sweet果_jjk,//weibo.com/2482557597/G3PkJtzgz?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,107,"	  【xportsnews】[防弹少年团柾国,看着就让人颧骨升天的艺人1位!]据悉某网络平台进行了""仅看着就让人忍不住颧骨升天的艺人""投票,其中#防弹少年团#成员#田柾国#以38.4%的支持率摘得1位,#NU'EST W#成员#金钟炫#以29.4%的支持率摘得2位,演员#朴宝剑#以8.8%的支持率占据第3位. ​	",NA,//weibo.com/6161252538/G3PvG9OBJ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,108,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FEE0T6WJa?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,109,#长沙身边事##宁乡头条# 【长沙13岁孝心少年携病母上央视，感动千万人！】宁乡13岁男孩喻壮照顾母亲的事迹，受到了媒体的广泛关注，央视《向幸福出发》栏目，向这对母子及长期关心资助他们的美丽宁乡志愿者协会发出邀请，希望将这股正能量，通过节目传递给更多的人。近日，这档节目在央视播出，喻壮多 ​		...展开全文c,NA,//weibo.com/3538147441/G3PvCD3Jj?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,110,@中国电信 我市发布空气重污染橙色预警：1月13日0时至15日24时国Ⅰ国Ⅱ排放标准机动车、建筑垃圾、渣土、砂石运输车辆禁止上路行驶。请市民做好健康防护 ​		,AIRCHINA_CO,//weibo.com/1344601322/G3PvBqXHv?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,111,		【龙峪湾】龙峪湾位于河南省洛阳市西南165公里处伏牛山腹地的栾川县境内。这里“龙”文化荟萃，自然景观万千，四季景色秀丽，奇峰异石林谷幽深。是原始的、纯天然的、无污染的生态旅游区。观赏[甩甩手]面积300余平方公里，已开发12个景区218景点，是河南省首家“全国文明森林公园”。 ​		,用户6200240881,//weibo.com/6200240881/G3PvABMs1?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,112,		重度污染的遵化，春节期间雾霾依然笼罩天空，饱受污染造成体质过敏，不能自由呼吸空气，每天休息除外总戴口罩，以致自贴墙纸造成严重危害却浑然不知。曾记得我在广东与小妹一行前往巽寮湾看海，途中电台播出节目，惠州轻度污染，主持人调侃话语犹在耳畔，“惠州雾霾吹到福建去”，遵化雾霾吹到哪里去？ ​		,冰魂雪魄雪中情,//weibo.com/1667495025/G3Pvz4hRR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,113,		//@爱吃草莓贤://@私藏糖豆://@小白bbho:简单的说就是一群精虫上脑的小妹妹污染广场屡教不改，借这个满足自己虚荣心。追星是要做对爱豆好的事，不是想方设法去抹黑他。		,与甜啵的日常,//weibo.com/2563923751/G3InIi15s?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,114,	  你写色情文章yy他人 并且带上大名艾特正主 有些用这种方式涨粉满足自己的虚荣心 还是觉得自己没有错 只是另一种追星的方式有没有想过发的这种文章被顶到了广场上后被新饭或者想了解明星本人的路人看到回对明星本人有怎么样的影响追星的底线是至少不招黑 希望大家明白 ​	,NA,//weibo.com/5253052036/G3PvyfWrP?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,115,		02月19日 13时【市区】空气质量指数40，一级，首要污染物无，空气清新，非常适宜户外活动或锻炼。详情见网站【|青岛市环境...】 ​		,青岛环境监测,//weibo.com/1166572170/G3Pvxiy0C?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,116,		东营，02月19日，周一，空气质量指数：116，空气质量：轻度污染。 ​		,东营天气通,//weibo.com/5112650387/G3PvsxXKe?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,117,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FEKDUBulM?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,118,#心灵环保##1831# 我为人人，人人为我。#心灵环保# ，自然就好！做好自己，影响别人！是一面镜子。时刻要拿出来照一下自己，那些事做的对，那些事做的不对。天天转发、点赞和评论话题中的贴子是我们的必修课程。这也是#心灵环保# 话题签到的意义所在。学习优秀的别人，成就我们自己！从中吸取更多的精 ​		...展开全文c,NA,//weibo.com/3538147441/G3PvroEYR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,119,		梦想独立团，骑行渭河全程九载寻梦，重访渭河绿色联盟..，清早从宝鸡出发，一路狂奔，中午到达蔡家坡，渭滨路上，股股恶臭，排污口明暗相间，渭河污染的迹象从这里始。下午五点到达杨凌，明天赶往西安。 ​		,giggham,//weibo.com/3888806198/G3PvroEbX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,120,		【当父母对孩子的“喜怒无常”头痛不已时，也要低头看看自己了】是不是因为自己在工作、家庭等等遇到困难，带来的坏情绪间接地影响到宝宝，造成了孩子心灵上的“污染”，让他们也逐渐喜怒不定。如果是这样，爸爸妈妈们需要学着在宝宝面前控制自己的坏脾气，尽量冷静后再面对孩子。 ​		,-LJM--,//weibo.com/2088977157/G3Pvjqumz?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,121,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FEKN14b1w?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,122,#点亮志愿者#帮助人是一种崇高，理解人是一种豁达，原谅人是一种美德，服务人是一种快乐，得到别人的理解或欣赏更是一种幸福。 网页链接 ​	,NA,//weibo.com/3538147441/G3PvieGaP?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,123,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FEKPf20s7?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,124,#点亮志愿者#《钢铁是怎样炼成的》里是这样评判一个人的一生的：“当他回首往事的时候，不会因为碌碌无为、虚度年华而悔恨，也不会因为为人卑劣、生活庸俗而愧疚”。很多人问我为什么要一直坚持做志愿工作，我想就是要告诫自己不忘初心、砥砺前行吧！这不仅是一种信仰，更是一种生活的态度！ ​ ​		...展开全文c,NA,//weibo.com/3538147441/G3PvbqtSB?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,125,		【孕妇吃海鲜是有何忌讳？】1、怀孕早期，螃蟹坚决不能吃。2、海鲜一定要吃熟的，万不可吃生海鲜。3、不要吃受污染（汞污染）的海产品。4、孕妇吃虾后若没有不良反映，如过敏、腹痛，就没有问题。虾钙含量高，孕期适量吃虾或虾皮可以补充钙、锌等微量元素，促进幼儿的生长。 ​		,wede1993,//weibo.com/2101667181/G3Pv4mvvj?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,126,#王俊凯18岁karryon#做戏要做全套你这是低估了我的智商还是高估你的智商我不知道是因为我的心受不得一丁点污染还是因为你是我亲人发生在我眼皮底下的事怎能装作什么都不知道更糟糕的是我只能把这个无关自己的秘密憋在心里最受折磨的是连我最亲近的人都不能说			...展开全文c,杏花笺晓Elaine11,//weibo.com/5773614397/G3Pv3aRvY?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,127,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FEXlnzoUa?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,128,#点亮志愿者#【用爱温暖一座城】#点亮志愿者# @志愿者李仕铭 @三湘名博沙龙 阳市志愿服务联合会（简称市义工联）：成立于1993年，是由共青团益阳市委发起、由志愿社会服务的各界人士组成的社会团体。 目前，市义工联拥有以市直机关企事业单位、学校、注册志愿者协会为单位组建的团体会员309个，注 ​		...展开全文c,NA,//weibo.com/3538147441/G3Pv1FVzA?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,129,		再好的拍摄技术也敌不过万恶的环境污染 ​		,嗨芽关,//weibo.com/2835265571/G3PuYplXb?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,130,【水传微晶净肌排毒精华】来自台湾的生态技术，金盏花与竹炭相结合，溶解毛孔油脂，代谢肌底重金属污染，补充皮肤水份，去除暗黄，使用一瓶相当于60次水疗SPA！ ​		,腊肉老干妈,//weibo.com/1507813711/G3PuY9UE4?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,131,|商丘·匡城...，匡城还不错，但污染治理得不行，到处都是白色垃圾 |商丘·匡城... ​		,幸福的糖糖001,//weibo.com/6487743262/G3PuNeog8?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,132,		//@佛教微博:众生内心污染和清净的程度不同，看到的现象也千差万别。如一杯水，地狱众生看到的是铁汁；饿鬼众生看到的是脓血；畜生众生看到的是住处；人类看到的是水；天人看到的是甘露；八地菩萨看到的是佛母玛玛格；佛陀看到的是圆满大法界。内心越污染，所见现象越恶劣；内心越清净，所见现象越庄严		,微笑1288V,//weibo.com/2050149565/G3jJVqOCb?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,133,"	  【经典助印计划之首版《圆觉经》(注音)再版《六祖坛经》(注音)】《圆觉经》大乘经典,是佛为文殊,普贤等十二位菩萨宣说如来圆觉的妙理和观行方法,唐宋明以来天台宗贤首宗禅宗等盛行宣讲之经典;《六祖坛经》佛教唯一一本僧人著经书,佛教界学术界共同称之为经的禅宗著作.即日起助印,截止3月27日 ​	",NA,//weibo.com/5514904585/G3PuJEJge?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,134,		//@山东环境: 2017年9月26日，省政府办公厅印发我省落实国家攻坚方案的实施细则，明确11项31条具体任务措施，将重点任务分解到各市、各部门；9月27日，省政府召开全省#秋冬季大气污染综合治理攻坚行动#电视会议，对相关工作作出具体部署。		,天桥环保,//weibo.com/3354394424/G3OknxxWA?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,135,	  【谋篇布局、综合施策，深化改革、创新方法，结构调整，动能转换——美丽山东脚步铿锵】|美丽山东脚... ​	,NA,//weibo.com/5322659443/G3PuJ5tGT?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,136,		【茼蒿营养价值高】茼蒿富含矿物质、胡萝卜素、蛋白质、膳食纤维、维生素C等，污染轻，营养丰，高水分，低热能。茼蒿食用部分为幼嫩茎叶，味道清香，可凉拌，也可荤素炒食，烧豆腐、做汤、做馅等，秋冬涮火锅食用也别具风味。 ​		,水瓶果冻v,//weibo.com/3092983271/G3PuG8xbZ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,137,		急救手册宠物咬伤怎么办？首先应该立即、就地、彻底冲洗伤口。可先将伤口挤压出血，并用浓肥皂水反LWZ934复冲洗伤口，再用大量清水冲洗，擦干后用5%碘酒烧灼伤口，以清除或杀灭污染伤口的狂犬病毒，冲洗伤口半小时后要到医院寻求医生帮助，其次眷注射狂犬疫苗。 ​		,玩具要快乐荔,//weibo.com/6446314233/G3PuDvrsA?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,138,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FFhgFxTJ2?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,139,#点亮志愿者##点亮大湖南##三湘名博沙龙#《好人中国》不问东西.自顾芳华.环保湘军#曙光环保# 2017年总结会.长沙市黄兴镇绿世界生态农庄举行.来自省内外各地公益同仁.湖南省政府各部门领导.历年参加曙光环保年会.一张张熟悉亲切脸容.阔别相聚皆欢道情长.年会帅哥刘东主持.满场气氛热烈.各位领导上台致词 ​		...展开全文c,NA,//weibo.com/3538147441/G3PuzEGht?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,140,@首都网警 @微博客服 这位还有评论里的腿毛公然在微博传播淫秽色情，严重污染了微博环境和我刷微博的心情，给我的视觉造成了非常坏的影响，希望尽快处理。已经把小学生的三观带坏了		,一个花钱的路人粉,//weibo.com/2535885851/G3KsN86jR?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,141,	  赶尽杀绝是不是很有意思？你们看文的时候看得那么开心，回踩的时候也踩得那么用力。写手写她们的故事，却活的那么不容易。取悦的是你们，受伤的还是自己。无论是贴吧还是毒唯都那么了不起？一群打着毒唯旗号的白嫖总在肆意妄为地批判别人，明明自己才是最不干活的人。我问心无愧，我追星，买专辑 ​		...展开全文c,NA,//weibo.com/5979115194/G3PuwFxIs?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,142,		看海豚海獅表演~並傳達環保概念要保護我們的海洋，海洋汙染日益嚴重第一名竟然是保特瓶蓋，這些東西都會傷害我們海洋的朋友哦~請大家一起為我們的海洋盡一份力量#花蓮遠雄海洋公園##萌娃表情包# ​		,Justin陳柏勳,//weibo.com/5072660098/G3PuwnV5l?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,143,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/FFr2Hv4ch?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,144,心在哪里，收获就在哪里。 人这一生能力有限，但是努力无限，努力做一个善良的人，做一个心态阳光的人，做一个积极向上人，用正能量激发自己，也感染身边的朋友，你阳光，世界也会因你而精彩！ 一辈子要记住三句话，“看人长处、帮人难处、记人好处”！  用慼恩 ​		...展开全文c,NA,//weibo.com/3538147441/G3PurCqQQ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,145,		【苹果宣布新的环保项目富士康参与其中】苹果10月22日宣布了两个环保新项目，旨在减少其在中国的生产制造合作伙伴的碳足迹。从现在起到2020年，这些新项目将帮助中国减少超过2000万吨温室气体污染，相当于近400万辆车辆停驶一年。 ​		,2016恩蔓,//weibo.com/2338926342/G3Pur3cMn?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,146,		//@DragonKnight_G字反黑组:广场被污染，大家转赞评好的微博上精选，点赞评论转发这条,Iam清佑,//weibo.com/2667414910/G3OeUADYX?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,147,#权志龙##鸡涌是宝宝# 一笑就是小括弧心都酥了真是乖崽崽啊又是只爱你的一天@GDRAGON_OFFICIAL ​	,NA,//weibo.com/5945310264/G3Pup3bGg?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,148,		家里光污染上升了一个层次 |美国·波士... ​		,战术耗子杰瑞,//weibo.com/5325526068/G3Pum2X3H?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,149,		//@山东环境: #温馨提示# 德州市决定2月19日10时发布重污染天气黄色预警，同步启动Ⅲ级应急响应。,天桥环保,//weibo.com/3577025333/G3OchvkuM?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,150,	  发布了头条文章：《2月19日10时我市启动重污染天气Ⅲ级应急响应》 |2月19日10... ​	,NA,//weibo.com/5322659443/G3Pujp9zE?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,151,		飞鹰参与环保志愿多年.保护环境.扶助贫寒.爱心助学.森林防火.抗洪支灾.多次奋勇救人！保护共亨环境.改善一条条遭污染的河流变清流.保护饮用水源.造福宁乡龙田人民！2017年龙田政府张炜书记请我参与创建龙田美好环境.上了四个月班.到年底工资一分都没付我.老婆闹着要离婚@湖南省政府门户网站@湖南微政务,大地飞鹰在路上,//weibo.com/3538147441/G02y2hLK2?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,152,#点亮志愿者#【李晓正：服务乡亲是我一生的责任】#点亮志愿者# @志愿者李仕铭 @三湘名博沙龙  李晓正行医46年，从不收挂号费、注射费。对年迈的老人和五保户，有钱无钱一样看病，有钱无钱一样拿药。他的手机全天候命，共出诊3万次，走路20多万里，看病20万人次；累计帮病人节省药费超过30万元。多次被 ​		...展开全文c,NA,//weibo.com/3538147441/G3PujmQMJ?refer_flag=1001030103_
污染; 2018-02-19; 1; 10,153,		【当父母对孩子的“喜怒无常”头痛不已时，也要低头看看自己了】是不是因为自己在工作、家庭等等遇到困难，带来的坏情绪间接地影响到宝宝，造成了孩子心灵上的“污染”，让他们也逐渐喜怒不定。如果是这样，爸爸妈妈们需要学着在宝宝面前控制自己的坏脾气，尽量冷静后再面对孩子。 ​		,诉说半生的沧桑______,//weibo.com/5734135150/G3PueldqJ?refer_flag=1001030103_
